"","group_id","promotion_cache"
"278","48132",3
"279","53119",0
"280","5817",0
"281","6786",0
"282","17705",0
"283","55037",0
"284","38198",0
"285","30856",0
"286","56129",3
"287","32840",0
"288","61384",0
"289","5652",0
"290","41372",0
"291","41082",3
"292","56237",0
"293","39645",3
"294","13980",0
"295","38892",0
"296","49606",0
"297","37929",0
"298","30367",0
"299","27580",0
"300","14850",0
"301","50731",3
"302","63721",0
"303","45413",0
"304","62015",0
"305","16222",0
"306","5159",0
"307","42087",0
"308","67484",0
"309","61821",0
"310","59884",0
"311","67783",0
"312","20507",0
"313","43434",0
"314","45158",0
"315","42656",0
"316","46736",0
"317","36490",0
"318","51612",0
"319","34461",0
"320","9218",0
"321","37896",3
"322","42530",0
"323","17941",0
"324","4837",0
"325","24885",0
"326","35778",0
"327","54376",0
"328","20872",3
"329","9452",0
"330","48846",0
"331","43464",0
"332","21900",0
"333","13384",0
"334","12860",3
"335","18528",0
"336","57392",0
"337","11938",0
"338","57210",0
"339","18636",0
"340","9582",3
"341","6079",0
"342","50562",0
"343","51458",0
"344","33264",0
"345","30085",0
"346","49327",0
"347","17054",0
"348","43186",0
"349","64970",0
"350","9597",0
"351","37918",0
"352","52262",0
"353","64463",0
"354","25674",0
"355","53568",0
"356","36296",0
"357","8502",0
"358","34276",0
"359","39857",0
"360","43552",0
"361","2575",0
"362","57403",0
"363","59247",3
"364","5202",0
"365","25534",3
"366","29426",0
"367","38680",0
"368","12381",0
"369","16526",0
"370","8781",0
"371","13145",0
"372","23498",0
"373","733",0
"374","12017",3
"375","11910",0
"376","19964",0
"377","13171",0
"378","698",0
"379","20329",0
"380","4517",0
"381","35969",0
"382","59968",0
"383","49646",0
"384","63539",0
"385","29561",0
"386","60141",0
"387","27898",0
"388","37142",0
"389","55708",0
"390","44895",0
"391","23561",0
"392","52131",0
"393","23060",0
"394","34683",0
"395","8306",0
"396","4661",0
"397","42528",0
"398","48065",0
"399","52736",0
"400","2370",0
"401","31555",0
"402","48365",0
"403","61980",9
"404","11040",9
"405","16201",6
"406","67941",4
"407","29197",4
"408","30222",4
"409","54563",4
"410","43756",9
"411","27055",0
"412","66626",0
"413","5950",0
"414","42604",0
"415","8333",10
"416","6709",0
"417","43041",0
"418","8633",10
"419","34013",10
"420","40835",0
"421","14597",0
"422","29999",0
"423","18170",0
"424","64811",10
"425","31679",0
"426","3923",0
"427","64231",10
"428","8270",0
"429","9480",0
"430","30112",0
"431","960",0
"432","33350",0
"433","33498",0
"434","37254",0
"435","68485",0
"436","19348",0
"437","59571",0
"438","57637",0
"439","52587",0
"440","44423",0
"441","40129",0
"442","12985",0
"443","4737",0
"444","4630",0
"445","42683",0
"446","13170",0
"447","31607",0
"448","30590",0
"449","51546",0
"450","4442",0
"451","68538",0
"452","14998",0
"453","11160",11
"454","21867",11
"455","40489",0
"456","48475",0
"457","36754",0
"458","18551",0
"459","22652",0
"460","42077",0
"461","20441",11
"462","31936",11
"463","16725",11
"464","40335",11
"465","31902",12
"466","60126",12
"467","22090",12
"468","61191",0
"469","2321",0
"470","29398",6
"471","29391",6
"472","40583",6
"473","55729",6
"474","57589",0
"475","76",0
"476","55521",0
"477","5338",0
"478","59095",0
"479","42967",0
"480","66296",0
"481","60343",0
"482","41689",0
"483","32088",13
"484","55108",0
"485","3166",13
"486","11711",0
"487","65318",0
"488","55571",0
"489","62800",0
"490","6687",0
"491","38384",0
"492","23910",0
"493","57644",0
"494","26671",0
"495","52274",0
"496","3893",13
"497","27877",0
"498","43218",0
"499","18135",0
"500","30438",0
"501","60743",0
"502","65672",0
"503","30538",14
"504","62397",4
"505","52448",14
"506","21290",14
"507","22892",4
"508","67802",4
"509","34581",4
"510","46723",0
"511","35492",15
"512","30176",4
"513","63475",4
"514","63732",0
"515","34024",0
"516","21243",4
"517","10083",14
"518","14434",4
"519","50705",14
"520","64778",0
"521","4590",0
"522","12757",0
"523","68386",0
"524","23127",0
"525","47472",0
"526","19255",0
"527","31140",0
"528","6567",0
"529","60576",0
"530","37690",0
"531","51058",0
"532","44720",0
"533","55485",0
"534","57195",0
"535","47217",0
"536","55497",0
"537","33050",0
"538","52294",0
"539","51042",0
"540","510",0
"541","2657",0
"542","26349",0
"543","37852",0
"544","47387",0
"545","55684",0
"546","42025",0
"547","62659",0
"548","7868",0
"549","36163",0
"550","28779",0
"551","55139",0
"552","18442",0
"553","4997",0
"554","6133",0
"555","8470",0
"556","30715",0
"557","35572",0
"558","68400",0
"559","28394",0
"560","56420",0
"561","20050",0
"562","56406",0
"563","21390",0
"564","36009",0
"565","42333",0
"566","50376",0
"567","13921",0
"568","66964",0
"569","9647",0
"570","4621",0
"571","9071",0
"572","14236",0
"573","40324",0
"574","43779",0
"575","1100",0
"576","46417",0
"577","1823",0
"578","2577",0
"579","8999",0
"580","9819",0
"581","13858",0
"582","25683",0
"583","27802",0
"584","4207",0
"585","1572",0
"586","53328",0
"587","57988",0
"588","49191",0
"589","67886",0
"590","2893",0
"591","9707",0
"592","48411",0
"593","2516",0
"594","13807",0
"595","1140",0
"596","10951",0
"597","18020",0
"598","38340",0
"599","28963",0
"600","8719",0
"601","28399",0
"602","22181",0
"603","10895",0
"604","53398",0
"605","33975",0
"606","28125",0
"607","25193",0
"608","65467",0
"609","62412",0
"610","20986",0
"611","26023",0
"612","9040",0
"613","47645",0
"614","52361",0
"615","33980",0
"616","67720",0
"617","43819",0
"618","6213",0
"619","2165",0
"620","29191",0
"621","30219",0
"622","520",0
"623","32962",0
"624","11619",0
"625","67703",0
"626","59886",0
"627","23509",0
"628","57605",0
"629","17969",0
"630","53202",0
"631","15565",0
"632","9727",0
"633","40289",0
"634","7688",0
"635","32932",0
"636","62792",0
"637","18786",0
"638","24801",0
"639","16647",0
"640","31971",0
"641","22730",0
"642","14420",0
"643","31937",0
"644","11557",0
"645","64101",0
"646","42044",0
"647","59276",0
"648","37697",0
"649","18596",0
"650","1025",0
"651","40436",0
"652","2484",0
"653","13826",0
"654","5021",0
"655","12228",0
"656","52714",0
"657","1460",0
"658","63796",0
"659","43411",0
"660","19711",0
"661","46300",0
"662","27944",0
"663","57620",0
"664","26000",0
"665","7911",0
"666","18656",0
"667","38098",0
"668","57631",0
"669","14940",0
"670","22636",0
"671","32053",0
"672","64851",0
"673","35093",0
"674","18845",0
"675","32439",0
"676","19276",0
"677","67929",0
"678","3506",0
"679","38245",0
"680","49120",0
"681","2544",0
"682","38244",0
"683","12211",0
"684","48832",0
"685","41997",0
"686","21628",0
"687","15291",0
"688","22464",0
"689","39359",0
"690","46759",0
"691","67986",0
"692","14693",0
"693","38596",0
"694","60069",0
"695","67722",0
"696","54733",0
"697","59825",0
"698","67184",0
"699","50583",0
"700","1837",0
"701","8398",0
"702","27275",0
"703","45479",0
"704","62551",16
"705","10289",0
"706","48708",0
"707","54816",0
"708","5032",0
"709","51809",16
"710","68124",0
"711","12468",0
"712","20227",0
"713","22952",0
"714","53021",16
"715","65216",0
"716","48804",0
"717","33018",0
"718","48270",16
"719","34466",0
"720","5554",0
"721","19576",0
"722","56961",0
"723","42400",16
"724","15929",16
"725","2393",0
"726","53288",0
"727","42143",0
"728","5622",17
"729","63006",17
"730","66012",0
"731","35855",0
"732","39749",0
"733","16225",0
"734","27758",0
"735","2736",0
"736","36883",0
"737","39777",0
"738","56400",0
"739","17289",0
"740","23464",0
"741","20622",0
"742","3484",0
"743","50866",0
"744","18343",0
"745","65701",0
"746","55468",0
"747","17172",0
"748","65774",0
"749","62356",0
"750","38154",0
"751","13375",0
"752","44649",0
"753","15951",0
"754","35129",0
"755","60196",0
"756","55440",0
"757","61312",0
"758","20102",0
"759","10654",0
"760","40447",18
"761","54766",0
"762","36101",0
"763","5536",18
"764","59332",18
"765","63822",18
"766","2729",0
"767","18681",0
"768","8930",0
"769","48845",0
"770","31158",0
"771","29428",0
"772","37631",0
"773","55318",0
"774","46315",0
"775","1489",0
"776","30374",0
"777","18597",0
"778","38885",0
"779","394",0
"780","41279",0
"781","43497",0
"782","52969",0
"783","45465",0
"784","45242",0
"785","21211",0
"786","6386",0
"787","22545",0
"788","41631",0
"789","4251",0
"790","15592",0
"791","10097",0
"792","5780",0
"793","33218",0
"794","51782",0
"795","34919",0
"796","54942",0
"797","36629",0
"798","42894",0
"799","13362",0
"800","32114",0
"801","46539",0
"802","56167",0
"803","66679",17
"804","47667",0
"805","10322",0
"806","44443",0
"807","17580",17
"808","35870",0
"809","13034",0
"810","38701",0
"811","17345",0
"812","58498",0
"813","57527",0
"814","6300",0
"815","46130",0
"816","19411",0
"817","39810",17
"818","46001",19
"819","30483",17
"820","22742",0
"821","57022",0
"822","54273",0
"823","49301",0
"824","26616",0
"825","36671",17
"826","26786",19
"827","33062",0
"828","24352",0
"829","15798",0
"830","1883",0
"831","16451",0
"832","19208",0
"833","35763",0
"834","32848",0
"835","42373",0
"836","5227",0
"837","58765",16
"838","44321",0
"839","13522",0
"840","26553",0
"841","61940",0
"842","5196",0
"843","509",0
"844","34161",0
"845","65554",0
"846","9273",0
"847","68501",0
"848","27438",0
"849","8442",0
"850","5234",0
"851","30052",0
"852","26275",0
"853","48398",0
"854","67528",0
"855","65075",0
"856","1344",4
"857","32606",4
"858","30917",4
"859","52237",4
"860","19171",4
"861","16554",4
"862","51625",0
"863","51386",4
"864","35290",0
"865","30272",4
"866","18767",4
"867","30933",0
"868","23637",0
"869","31660",0
"870","27430",0
"871","39464",0
"872","40860",0
"873","39117",0
"874","4838",0
"875","13731",0
"876","4519",0
"877","35995",0
"878","65862",0
"879","42757",0
"880","19692",0
"881","14481",0
"882","46877",0
"883","21819",0
"884","37606",0
"885","45976",0
"886","46145",0
"887","27386",0
"888","37858",0
"889","20304",0
"890","1119",0
"891","44820",0
"892","11886",0
"893","11114",0
"894","38050",0
"895","20179",0
"896","27938",0
"897","35287",0
"898","66543",0
"899","53377",0
"900","63281",0
"901","3174",0
"902","56219",0
"903","8947",0
"904","1930",0
"905","13487",0
"906","36345",0
"907","30947",0
"908","57979",0
"909","42243",0
"910","23410",0
"911","5116",0
"912","50375",0
"913","28322",0
"914","23347",0
"915","61134",0
"916","50876",0
"917","30675",0
"918","26133",0
"919","34436",0
"920","25937",0
"921","45251",0
"922","30646",0
"923","60227",0
"924","19748",0
"925","25988",0
"926","55064",0
"927","49401",0
"928","9434",0
"929","67015",0
"930","59796",0
"931","5878",0
"932","58722",0
"933","55632",0
"934","34207",0
"935","51893",0
"936","47720",0
"937","17315",0
"938","12841",0
"939","477",0
"940","39163",0
"941","51843",0
"942","7554",0
"943","13070",0
"944","15221",0
"945","42743",0
"946","52950",0
"947","20136",0
"948","25846",0
"949","20486",0
"950","68223",0
"951","63072",0
"952","16820",0
"953","31413",0
"954","40525",0
"955","36289",0
"956","52424",0
"957","38065",0
"958","32079",0
"959","43329",0
"960","63206",0
"961","42420",0
"962","58015",0
"963","2181",0
"964","6184",0
"965","48793",0
"966","35593",0
"967","64888",0
"968","37861",0
"969","267",0
"970","29084",0
"971","61091",0
"972","42714",0
"973","48688",0
"974","27962",0
"975","35584",0
"976","25281",0
"977","14955",0
"978","19881",0
"979","2561",0
"980","56346",0
"981","10681",0
"982","52347",0
"983","44029",0
"984","48631",0
"985","60296",0
"986","43724",0
"987","29914",0
"988","38299",0
"989","34797",0
"990","40074",0
"991","68105",0
"992","46098",0
"993","30578",0
"994","8643",0
"995","268",0
"996","17348",0
"997","3295",0
"998","35574",0
"999","65204",0
"1000","30084",0
"1001","22558",0
"1002","43152",0
"1003","50826",0
"1004","16088",0
"1005","6575",0
"1006","48197",0
"1007","22106",0
"1008","50348",0
"1009","28999",0
"1010","35695",0
"1011","61514",0
"1012","64173",0
"1013","61814",0
"1014","10985",0
"1015","39734",0
"1016","63045",0
"1017","41338",0
"1018","23229",0
"1019","64367",0
"1020","50658",0
"1021","62336",0
"1022","28967",0
"1023","42509",0
"1024","67658",0
"1025","50183",0
"1026","38999",0
"1027","35211",0
"1028","27701",0
"1029","62059",0
"1030","18372",0
"1031","6037",0
"1032","15614",0
"1033","62674",0
"1034","54801",0
"1035","22058",0
"1036","30972",0
"1037","53077",0
"1038","34188",0
"1039","3049",0
"1040","1481",0
"1041","44077",0
"1042","29578",0
"1043","10599",0
"1044","895",0
"1045","29542",0
"1046","6434",0
"1047","54002",0
"1048","4156",0
"1049","47525",0
"1050","53160",0
"1051","3983",0
"1052","55661",0
"1053","33607",0
"1054","51055",0
"1055","61734",0
"1056","66750",0
"1057","57466",0
"1058","39251",0
"1059","16779",0
"1060","36477",0
"1061","1989",0
"1062","40179",0
"1063","24635",0
"1064","36325",0
"1065","7407",0
"1066","53876",0
"1067","57972",0
"1068","26376",0
"1069","6822",0
"1070","3698",0
"1071","18574",0
"1072","44953",0
"1073","34867",0
"1074","232",0
"1075","50579",0
"1076","15290",0
"1077","22701",0
"1078","11244",0
"1079","20496",0
"1080","4943",0
"1081","15533",0
"1082","58025",0
"1083","24734",0
"1084","45924",0
"1085","35708",0
"1086","67331",0
"1087","45661",0
"1088","14221",0
"1089","21065",0
"1090","46323",0
"1091","30442",0
"1092","21286",0
"1093","62487",0
"1094","12124",0
"1095","59091",0
"1096","15607",0
"1097","53306",0
"1098","62016",0
"1099","51333",0
"1100","36622",0
"1101","35656",0
"1102","57339",0
"1103","12160",0
"1104","18755",0
"1105","9228",0
"1106","3444",0
"1107","32370",0
"1108","62507",0
"1109","9837",0
"1110","19982",0
"1111","46545",0
"1112","23196",0
"1113","67984",0
"1114","38849",0
"1115","28189",0
"1116","35068",0
"1117","194",0
"1118","44317",0
"1119","61592",0
"1120","53103",0
"1121","12388",0
"1122","61511",0
"1123","62750",0
"1124","37470",0
"1125","5428",0
"1126","66087",0
"1127","2555",0
"1128","20471",0
"1129","11412",0
"1130","47093",0
"1131","34503",0
"1132","30077",0
"1133","36593",0
"1134","11891",0
"1135","32243",0
"1136","14907",0
"1137","39403",0
"1138","18521",0
"1139","2836",0
"1140","51553",0
"1141","64133",0
"1142","61068",0
"1143","51934",0
"1144","31204",0
"1145","6388",0
"1146","18018",0
"1147","34637",0
"1148","17636",0
"1149","68211",0
"1150","22826",0
"1151","5365",0
"1152","5297",0
"1153","20837",0
"1154","13312",20
"1155","2631",0
"1156","4589",0
"1157","10360",0
"1158","58204",0
"1159","35180",0
"1160","32601",0
"1161","21921",0
"1162","38183",0
"1163","24694",0
"1164","5231",0
"1165","20068",0
"1166","4482",0
"1167","55156",0
"1168","32975",0
"1169","9803",20
"1170","27068",0
"1171","32550",21
"1172","18276",20
"1173","5892",21
"1174","19981",0
"1175","17135",0
"1176","4349",20
"1177","17266",0
"1178","61688",22
"1179","25183",0
"1180","62129",22
"1181","38416",20
"1182","66906",0
"1183","50327",0
"1184","35167",0
"1185","67287",21
"1186","64715",0
"1187","53137",20
"1188","44195",21
"1189","2853",22
"1190","48438",0
"1191","55636",21
"1192","9394",20
"1193","39050",0
"1194","9158",0
"1195","68327",0
"1196","8970",21
"1197","2110",0
"1198","56913",0
"1199","1783",22
"1200","25732",0
"1201","17295",0
"1202","67713",0
"1203","64200",23
"1204","60197",0
"1205","41603",0
"1206","46325",0
"1207","28235",20
"1208","7885",24
"1209","40697",0
"1210","57042",0
"1211","29695",0
"1212","24576",0
"1213","44107",23
"1214","64268",0
"1215","44292",0
"1216","9688",0
"1217","7692",0
"1218","23759",0
"1219","46582",0
"1220","42639",22
"1221","8561",0
"1222","33524",0
"1223","67139",0
"1224","14984",0
"1225","68152",25
"1226","14399",0
"1227","51228",0
"1228","9390",0
"1229","18402",0
"1230","60369",0
"1231","45472",0
"1232","38440",0
"1233","8389",0
"1234","61977",0
"1235","2246",0
"1236","58562",0
"1237","53",0
"1238","58475",0
"1239","13267",0
"1240","15820",22
"1241","35189",0
"1242","5511",0
"1243","56855",0
"1244","61393",0
"1245","18756",0
"1246","41945",0
"1247","68493",0
"1248","1130",0
"1249","13612",0
"1250","64675",0
"1251","46532",0
"1252","34099",0
"1253","18216",0
"1254","55822",0
"1255","40724",0
"1256","41571",0
"1257","2732",22
"1258","22282",0
"1259","51840",0
"1260","43910",0
"1261","13648",0
"1262","12500",0
"1263","47635",0
"1264","62523",20
"1265","43821",0
"1266","52977",0
"1267","19607",0
"1268","7974",0
"1269","67907",0
"1270","57876",0
"1271","66647",0
"1272","19752",0
"1273","60482",0
"1274","16141",24
"1275","65855",0
"1276","63939",22
"1277","12184",0
"1278","34400",0
"1279","3823",25
"1280","10920",24
"1281","52039",0
"1282","49160",0
"1283","7248",0
"1284","58732",0
"1285","23111",0
"1286","11515",0
"1287","50976",0
"1288","6994",0
"1289","53004",24
"1290","58198",0
"1291","43005",0
"1292","1290",0
"1293","48880",22
"1294","62247",0
"1295","28477",0
"1296","19527",0
"1297","64055",0
"1298","64352",22
"1299","25571",0
"1300","5135",0
"1301","42274",0
"1302","2598",0
"1303","34260",0
"1304","56924",0
"1305","44935",0
"1306","17851",0
"1307","40885",20
"1308","34340",0
"1309","57751",26
"1310","9611",24
"1311","68149",0
"1312","53785",0
"1313","63121",0
"1314","60771",0
"1315","25048",0
"1316","6113",0
"1317","11431",0
"1318","44562",22
"1319","29994",0
"1320","9860",0
"1321","37937",0
"1322","44358",0
"1323","37766",0
"1324","10281",0
"1325","63126",0
"1326","1464",0
"1327","7573",0
"1328","11197",0
"1329","36993",0
"1330","15265",0
"1331","53844",0
"1332","28959",0
"1333","47927",0
"1334","28152",0
"1335","35255",0
"1336","28002",0
"1337","17873",20
"1338","34488",0
"1339","15023",20
"1340","18834",0
"1341","27736",0
"1342","23271",0
"1343","18532",22
"1344","36066",0
"1345","48988",0
"1346","64420",0
"1347","38856",0
"1348","50370",0
"1349","47129",0
"1350","13515",0
"1351","44270",22
"1352","7263",0
"1353","59539",0
"1354","57834",0
"1355","62182",0
"1356","49919",0
"1357","14913",0
"1358","67466",0
"1359","49049",0
"1360","47808",0
"1361","24592",24
"1362","55078",0
"1363","65043",22
"1364","27570",0
"1365","59326",0
"1366","63308",0
"1367","19650",0
"1368","23824",0
"1369","34813",0
"1370","66755",0
"1371","42172",0
"1372","14825",22
"1373","20245",0
"1374","19648",0
"1375","23937",24
"1376","42950",0
"1377","33331",0
"1378","37843",22
"1379","37673",0
"1380","41907",20
"1381","61449",0
"1382","31820",0
"1383","30106",0
"1384","52091",0
"1385","13553",0
"1386","43182",0
"1387","59521",0
"1388","32921",22
"1389","15099",0
"1390","56285",0
"1391","34269",25
"1392","62514",0
"1393","55231",25
"1394","61817",0
"1395","5921",22
"1396","39965",26
"1397","46351",0
"1398","16014",0
"1399","46827",0
"1400","66089",0
"1401","37147",0
"1402","42563",0
"1403","11471",0
"1404","45439",0
"1405","58840",22
"1406","13131",0
"1407","47918",0
"1408","16923",0
"1409","62209",0
"1410","9359",0
"1411","14428",0
"1412","34543",22
"1413","27866",0
"1414","12534",0
"1415","52061",25
"1416","8604",24
"1417","62020",0
"1418","33959",0
"1419","18780",22
"1420","40795",0
"1421","21464",0
"1422","46504",0
"1423","8662",0
"1424","50332",0
"1425","43534",0
"1426","18291",0
"1427","5898",0
"1428","39048",0
"1429","25569",0
"1430","8183",0
"1431","40469",20
"1432","26097",26
"1433","21704",0
"1434","23750",0
"1435","67366",0
"1436","14824",22
"1437","4991",0
"1438","41418",0
"1439","19794",0
"1440","468",0
"1441","40274",0
"1442","49073",0
"1443","23270",0
"1444","65458",0
"1445","47726",0
"1446","67303",22
"1447","52106",0
"1448","28796",20
"1449","56316",0
"1450","40807",0
"1451","53822",0
"1452","44828",0
"1453","54943",0
"1454","35692",0
"1455","21542",0
"1456","59753",0
"1457","3115",27
"1458","68055",0
"1459","17162",0
"1460","42642",0
"1461","25315",0
"1462","17822",0
"1463","4830",0
"1464","66144",0
"1465","32199",0
"1466","36008",0
"1467","34623",0
"1468","39030",0
"1469","940",0
"1470","16071",27
"1471","36312",0
"1472","34264",0
"1473","14636",0
"1474","62368",22
"1475","4983",0
"1476","50925",0
"1477","56377",0
"1478","42106",0
"1479","48933",0
"1480","44686",27
"1481","27883",22
"1482","1557",0
"1483","53410",0
"1484","18859",0
"1485","22052",0
"1486","52216",22
"1487","12651",0
"1488","35437",0
"1489","65446",0
"1490","30831",27
"1491","37524",22
"1492","59294",0
"1493","38402",0
"1494","56180",0
"1495","64104",0
"1496","61332",0
"1497","64357",0
"1498","2888",0
"1499","36661",27
"1500","67442",0
"1501","14529",20
"1502","46836",0
"1503","49501",0
"1504","47037",0
"1505","45386",0
"1506","51620",0
"1507","39086",0
"1508","10641",25
"1509","1633",0
"1510","39583",27
"1511","57495",20
"1512","12389",0
"1513","54337",0
"1514","53314",0
"1515","12240",0
"1516","58008",0
"1517","6636",0
"1518","5433",0
"1519","679",0
"1520","38067",0
"1521","35522",27
"1522","42648",22
"1523","42974",0
"1524","40961",0
"1525","32885",0
"1526","18350",0
"1527","20771",0
"1528","23654",0
"1529","30441",0
"1530","50544",0
"1531","42527",27
"1532","36052",20
"1533","54027",0
"1534","47784",22
"1535","35877",0
"1536","28618",0
"1537","66632",0
"1538","2014",24
"1539","5310",0
"1540","65253",0
"1541","46678",0
"1542","39162",20
"1543","55378",0
"1544","22556",0
"1545","21597",0
"1546","2635",0
"1547","12369",0
"1548","63305",0
"1549","26803",22
"1550","42933",0
"1551","52696",0
"1552","25620",0
"1553","48092",22
"1554","12932",0
"1555","19472",0
"1556","17097",0
"1557","57245",0
"1558","59163",0
"1559","17141",0
"1560","22647",22
"1561","65713",20
"1562","43618",0
"1563","17747",0
"1564","42836",0
"1565","63351",0
"1566","36995",0
"1567","53426",22
"1568","26449",0
"1569","60427",0
"1570","8357",0
"1571","32297",0
"1572","65139",24
"1573","56889",0
"1574","33187",20
"1575","68189",0
"1576","42455",0
"1577","55114",0
"1578","5695",0
"1579","10509",0
"1580","22001",0
"1581","5815",0
"1582","16405",0
"1583","19090",0
"1584","63858",0
"1585","54934",0
"1586","16573",28
"1587","19449",0
"1588","62101",20
"1589","2709",0
"1590","25244",0
"1591","30044",0
"1592","20477",0
"1593","56435",0
"1594","68489",0
"1595","39878",0
"1596","21058",0
"1597","44159",0
"1598","46535",0
"1599","32996",0
"1600","57160",0
"1601","38111",0
"1602","20883",0
"1603","30676",0
"1604","18429",22
"1605","13243",0
"1606","58018",0
"1607","57657",0
"1608","31074",0
"1609","12271",0
"1610","28950",0
"1611","64961",0
"1612","28906",22
"1613","4826",0
"1614","9451",0
"1615","27271",20
"1616","15542",29
"1617","640",0
"1618","56097",0
"1619","967",0
"1620","55524",0
"1621","58298",0
"1622","12038",0
"1623","3009",0
"1624","18719",0
"1625","18124",22
"1626","53458",0
"1627","56646",20
"1628","42956",0
"1629","1127",22
"1630","64624",0
"1631","23643",0
"1632","28708",0
"1633","31657",0
"1634","14751",0
"1635","2523",0
"1636","8906",0
"1637","5046",0
"1638","55814",0
"1639","24385",0
"1640","45748",0
"1641","19792",0
"1642","36341",0
"1643","55444",0
"1644","5856",0
"1645","43950",0
"1646","5092",0
"1647","6275",0
"1648","22740",22
"1649","40782",0
"1650","46356",0
"1651","32643",0
"1652","25153",0
"1653","21989",0
"1654","15550",22
"1655","56414",0
"1656","31484",0
"1657","60508",0
"1658","10684",0
"1659","1437",0
"1660","55051",22
"1661","60436",0
"1662","36255",0
"1663","22933",0
"1664","16479",20
"1665","28563",0
"1666","61610",0
